,plan_id,plan_label,distr,vote_circ,vote_sqre,total
3392,5214133200,565,3,131,120,251
3393,5214133200,565,4,137,113,250
3394,5214133200,565,5,133,117,250
3395,5214133200,565,6,128,116,244
3396,5214133328,566,1,113,149,262
3397,5214133328,566,2,119,136,255
3398,5214133328,566,3,131,120,251
3399,5214133328,566,4,137,113,250
3400,5214133328,566,5,130,108,238
3401,5214133328,566,6,128,116,244
3402,5214133584,567,1,126,136,262
3403,5214133584,567,2,121,124,245
3404,5214133584,567,3,126,128,254
3405,5214133584,567,4,143,104,247
3406,5214133584,567,5,119,125,244
3407,5214133584,567,6,123,125,248
3408,5214133712,568,1,118,140,258
3409,5214133712,568,2,123,131,254
3410,5214133712,568,3,152,110,262
3411,5214133712,568,4,133,115,248
3412,5214133712,568,5,120,119,239
3413,5214133712,568,6,112,127,239
3414,5214133840,569,1,112,130,242
3415,5214133840,569,2,115,123,238
3416,5214133840,569,3,143,119,262
3417,5214133840,569,4,132,108,240
3418,5214133840,569,5,134,124,258
3419,5214133840,569,6,122,138,260
3420,5214133968,570,1,133,108,241
3421,5214133968,570,2,127,110,237
3422,5214133968,570,3,123,127,250
3423,5214133968,570,4,142,119,261
3424,5214133968,570,5,122,137,259
3425,5214133968,570,6,111,141,252
3426,5214134096,571,1,131,106,237
3427,5214134096,571,2,139,122,261
3428,5214134096,571,3,116,125,241
3429,5214134096,571,4,138,125,263
3430,5214134096,571,5,120,131,251
3431,5214134096,571,6,114,133,247
3432,5214134224,572,1,131,106,237
3433,5214134224,572,2,139,122,261
3434,5214134224,572,3,126,136,262
3435,5214134224,572,4,128,114,242
3436,5214134224,572,5,120,131,251
3437,5214134224,572,6,114,133,247
3438,5216346256,573,1,140,120,260
3439,5216346256,573,2,133,117,250
3440,5216346256,573,3,117,133,250
3441,5216346256,573,4,138,117,255
3442,5216346256,573,5,118,120,238
3443,5216346256,573,6,112,135,247
3444,5216346384,574,1,132,113,245
3445,5216346384,574,2,126,128,254
3446,5216346384,574,3,118,139,257
3447,5216346384,574,4,130,115,245
3448,5216346384,574,5,129,121,250
3449,5216346384,574,6,123,126,249
3450,5216346640,575,1,131,117,248
3451,5216346640,575,2,113,126,239
3452,5216346640,575,3,116,142,258
3453,5216346640,575,4,126,119,245
3454,5216346640,575,5,137,114,251
3455,5216346640,575,6,135,124,259
3456,5216346768,576,1,128,124,252
3457,5216346768,576,2,116,127,243
3458,5216346768,576,3,118,139,257
3459,5216346768,576,4,124,130,254
3460,5216346768,576,5,143,111,254
3461,5216346768,576,6,129,111,240
3462,5216346896,577,1,127,124,251
3463,5216346896,577,2,118,126,244
3464,5216346896,577,3,119,141,260
3465,5216346896,577,4,134,129,263
3466,5216346896,577,5,138,99,237
3467,5216346896,577,6,122,123,245
3468,5216347024,578,1,121,128,249
3469,5216347024,578,2,134,125,259
3470,5216347024,578,3,125,130,255
3471,5216347024,578,4,119,118,237
3472,5216347024,578,5,138,112,250
3473,5216347024,578,6,121,129,250
3474,5216347152,579,1,141,110,251
3475,5216347152,579,2,113,126,239
3476,5216347152,579,3,117,133,250
3477,5216347152,579,4,126,115,241
3478,5216347152,579,5,146,116,262
3479,5216347152,579,6,115,142,257
3480,5216347280,580,1,141,110,251
3481,5216347280,580,2,113,126,239
3482,5216347280,580,3,117,133,250
3483,5216347280,580,4,131,122,253
3484,5216347280,580,5,146,116,262
3485,5216347280,580,6,110,135,245
3486,5216347408,581,1,141,110,251
3487,5216347408,581,2,113,126,239
3488,5216347408,581,3,117,133,250
3489,5216347408,581,4,124,114,238
3490,5216347408,581,5,146,116,262
3491,5216347408,581,6,117,143,260
3492,5216347536,582,1,138,99,237
3493,5216347536,582,2,122,128,250
3494,5216347536,582,3,129,128,257
3495,5216347536,582,4,130,131,261
3496,5216347536,582,5,112,135,247
3497,5216347536,582,6,127,121,248
3498,5216347664,583,1,119,126,245
3499,5216347664,583,2,128,123,251
3500,5216347664,583,3,133,127,260
3501,5216347664,583,4,138,109,247
3502,5216347664,583,5,119,130,249
3503,5216347664,583,6,121,127,248
3504,5216347792,584,1,113,126,239
3505,5216347792,584,2,133,125,258
3506,5216347792,584,3,141,122,263
3507,5216347792,584,4,137,106,243
3508,5216347792,584,5,117,138,255
3509,5216347792,584,6,117,125,242
3510,5216347920,585,1,113,126,239
3511,5216347920,585,2,133,125,258
3512,5216347920,585,3,141,122,263
3513,5216347920,585,4,137,106,243
3514,5216347920,585,5,109,131,240
3515,5216347920,585,6,125,132,257
3516,5216348048,586,1,119,126,245
3517,5216348048,586,2,138,114,252
3518,5216348048,586,3,131,107,238
3519,5216348048,586,4,127,121,248
3520,5216348048,586,5,127,136,263
3521,5216348048,586,6,116,138,254
3522,5216348176,587,1,119,126,245
3523,5216348176,587,2,138,114,252
3524,5216348176,587,3,143,118,261
3525,5216348176,587,4,127,121,248
3526,5216348176,587,5,117,129,246
3527,5216348176,587,6,114,134,248
3528,5216348304,588,1,113,126,239
3529,5216348304,588,2,141,109,250
3530,5216348304,588,3,131,128,259
3531,5216348304,588,4,117,123,240
3532,5216348304,588,5,145,115,260
3533,5216348304,588,6,111,141,252
3534,5216348432,589,1,113,126,239
3535,5216348432,589,2,141,109,250
3536,5216348432,589,3,131,128,259
3537,5216348432,589,4,117,123,240
3538,5216348432,589,5,142,119,261
3539,5216348432,589,6,114,137,251
3540,5216348560,590,1,113,126,239
3541,5216348560,590,2,141,109,250
3542,5216348560,590,3,127,116,243
3543,5216348560,590,4,121,135,256
3544,5216348560,590,5,142,119,261
3545,5216348560,590,6,114,137,251
3546,5216348816,591,1,121,117,238
3547,5216348816,591,2,121,129,250
3548,5216348816,591,3,136,110,246
3549,5216348816,591,4,145,117,262
3550,5216348816,591,5,118,123,241
3551,5216348816,591,6,117,146,263
3552,5216348944,592,1,138,114,252
3553,5216348944,592,2,111,133,244
3554,5216348944,592,3,121,116,237
3555,5216348944,592,4,141,112,253
3556,5216348944,592,5,131,125,256
3557,5216348944,592,6,116,142,258
3558,5216349072,593,1,123,118,241
3559,5216349072,593,2,120,119,239
3560,5216349072,593,3,129,119,248
3561,5216349072,593,4,146,111,257
3562,5216349072,593,5,128,133,261
3563,5216349072,593,6,112,142,254
3564,5216349200,594,1,136,122,258
3565,5216349200,594,2,114,128,242
3566,5216349200,594,3,120,120,240
3567,5216349200,594,4,150,108,258
3568,5216349200,594,5,121,125,246
3569,5216349200,594,6,117,139,256
3570,5216349328,595,1,136,118,254
3571,5216349328,595,2,119,136,255
3572,5216349328,595,3,129,119,248
3573,5216349328,595,4,140,106,246
3574,5216349328,595,5,126,130,256
3575,5216349328,595,6,108,133,241
3576,5216349456,596,1,127,120,247
3577,5216349456,596,2,124,128,252
3578,5216349456,596,3,114,133,247
3579,5216349456,596,4,147,110,257
3580,5216349456,596,5,119,120,239
3581,5216349456,596,6,127,131,258
3582,5216349584,597,1,137,122,259
3583,5216349584,597,2,124,130,254
3584,5216349584,597,3,120,131,251
3585,5216349584,597,4,138,106,244
3586,5216349584,597,5,118,127,245
3587,5216349584,597,6,121,126,247
3588,5216349712,598,1,141,114,255
3589,5216349712,598,2,112,132,244
3590,5216349712,598,3,120,139,259
3591,5216349712,598,4,143,111,254
3592,5216349712,598,5,123,121,244
3593,5216349712,598,6,119,125,244
3594,5216349968,599,1,141,117,258
3595,5216349968,599,2,111,133,244
3596,5216349968,599,3,116,132,248
3597,5216349968,599,4,145,111,256
3598,5216349968,599,5,123,121,244
3599,5216349968,599,6,122,128,250
3600,5216350096,600,1,136,116,252
3601,5216350096,600,2,116,134,250
3602,5216350096,600,3,116,132,248
3603,5216350096,600,4,145,111,256
3604,5216350096,600,5,119,121,240
3605,5216350096,600,6,126,128,254
3606,5218578512,601,1,134,126,260
3607,5218578512,601,2,113,126,239
3608,5218578512,601,3,120,143,263
3609,5218578512,601,4,144,103,247
3610,5218578512,601,5,129,118,247
3611,5218578512,601,6,118,126,244
3612,5218578640,602,1,134,123,257
3613,5218578640,602,2,113,126,239
3614,5218578640,602,3,109,138,247
3615,5218578640,602,4,152,111,263
3616,5218578640,602,5,138,119,257
3617,5218578640,602,6,112,125,237
3618,5218578768,603,1,120,131,251
3619,5218578768,603,2,133,123,256
3620,5218578768,603,3,116,123,239
3621,5218578768,603,4,139,112,251
3622,5218578768,603,5,125,121,246
3623,5218578768,603,6,125,132,257
3624,5218578896,604,1,122,131,253
3625,5218578896,604,2,124,118,242
3626,5218578896,604,3,118,133,251
3627,5218578896,604,4,146,117,263
3628,5218578896,604,5,127,124,251
3629,5218578896,604,6,121,119,240
3630,5218579024,605,1,127,118,245
3631,5218579024,605,2,139,121,260
3632,5218579024,605,3,144,111,255
3633,5218579024,605,4,116,130,246
3634,5218579024,605,5,121,118,239
3635,5218579024,605,6,111,144,255
3636,5218579152,606,1,127,128,255
3637,5218579152,606,2,122,128,250
3638,5218579152,606,3,139,103,242
3639,5218579152,606,4,126,128,254
3640,5218579152,606,5,122,116,238
3641,5218579152,606,6,122,139,261
3642,5218579280,607,1,123,134,257
3643,5218579280,607,2,119,126,245
3644,5218579280,607,3,138,106,244
3645,5218579280,607,4,128,126,254
3646,5218579280,607,5,129,123,252
3647,5218579280,607,6,121,127,248
3648,5218579408,608,1,131,126,257
3649,5218579408,608,2,117,130,247
3650,5218579408,608,3,133,126,259
3651,5218579408,608,4,128,112,240
3652,5218579408,608,5,127,125,252
3653,5218579408,608,6,122,123,245
3654,5218579536,609,1,126,120,246
3655,5218579536,609,2,117,127,244
3656,5218579536,609,3,125,125,250
3657,5218579536,609,4,148,114,262
3658,5218579536,609,5,134,126,260
3659,5218579536,609,6,108,130,238
3660,5218579664,610,1,126,120,246
3661,5218579664,610,2,117,127,244
3662,5218579664,610,3,125,125,250
3663,5218579664,610,4,148,114,262
3664,5218579664,610,5,127,118,245
3665,5218579664,610,6,115,138,253
3666,5218579792,611,1,140,114,254
3667,5218579792,611,2,119,136,255
3668,5218579792,611,3,150,110,260
3669,5218579792,611,4,122,127,249
3670,5218579792,611,5,112,130,242
3671,5218579792,611,6,115,125,240
3672,5218579920,612,1,113,126,239
3673,5218579920,612,2,124,118,242
3674,5218579920,612,3,149,110,259
3675,5218579920,612,4,131,120,251
3676,5218579920,612,5,124,137,261
3677,5218579920,612,6,117,131,248
3678,5218580048,613,1,127,119,246
3679,5218580048,613,2,140,118,258
3680,5218580048,613,3,134,104,238
3681,5218580048,613,4,125,118,243
3682,5218580048,613,5,116,142,258
3683,5218580048,613,6,116,141,257
3684,5218580176,614,1,126,134,260
3685,5218580176,614,2,134,108,242
3686,5218580176,614,3,126,112,238
3687,5218580176,614,4,130,129,259
3688,5218580176,614,5,134,124,258
3689,5218580176,614,6,108,135,243
3690,5218580304,615,1,124,130,254
3691,5218580304,615,2,142,103,245
3692,5218580304,615,3,118,126,244
3693,5218580304,615,4,131,126,257
3694,5218580304,615,5,128,129,257
3695,5218580304,615,6,115,128,243
3696,5218580432,616,1,124,130,254
3697,5218580432,616,2,142,103,245
3698,5218580432,616,3,120,127,247
3699,5218580432,616,4,131,126,257
3700,5218580432,616,5,128,129,257
3701,5218580432,616,6,113,127,240
3702,5218580560,617,1,120,117,237
3703,5218580560,617,2,145,113,258
3704,5218580560,617,3,117,140,257
3705,5218580560,617,4,135,103,238
3706,5218580560,617,5,117,130,247
3707,5218580560,617,6,124,139,263
3708,5218580688,618,1,120,117,237
3709,5218580688,618,2,142,114,256
3710,5218580688,618,3,117,140,257
3711,5218580688,618,4,135,103,238
3712,5218580688,618,5,120,129,249
3713,5218580688,618,6,124,139,263
3714,5218580944,619,1,124,118,242
3715,5218580944,619,2,143,104,247
3716,5218580944,619,3,116,142,258
3717,5218580944,619,4,141,116,257
3718,5218580944,619,5,113,126,239
3719,5218580944,619,6,121,136,257
3720,5218581072,620,1,129,128,257
3721,5218581072,620,2,143,105,248
3722,5218581072,620,3,130,129,259
3723,5218581072,620,4,131,119,250
3724,5218581072,620,5,113,126,239
3725,5218581072,620,6,112,135,247
3726,5218581200,621,1,129,123,252
3727,5218581200,621,2,146,108,254
3728,5218581200,621,3,118,122,240
3729,5218581200,621,4,126,114,240
3730,5218581200,621,5,123,128,251
3731,5218581200,621,6,116,147,263
3732,5218581328,622,1,130,130,260
3733,5218581328,622,2,147,112,259
3734,5218581328,622,3,117,123,240
3735,5218581328,622,4,124,115,239
3736,5218581328,622,5,128,120,248
3737,5218581328,622,6,112,142,254
3738,5218581456,623,1,134,104,238
3739,5218581456,623,2,136,125,261
3740,5218581456,623,3,124,137,261
3741,5218581456,623,4,113,126,239
3742,5218581456,623,5,133,108,241
3743,5218581456,623,6,118,142,260
3744,5218581584,624,1,144,111,255
3745,5218581584,624,2,130,125,255
3746,5218581584,624,3,124,137,261
3747,5218581584,624,4,113,126,239
3748,5218581584,624,5,133,108,241
3749,5218581584,624,6,114,135,249
3750,5218581712,625,1,143,114,257
3751,5218581712,625,2,125,128,253
3752,5218581712,625,3,119,125,244
3753,5218581712,625,4,116,127,243
3754,5218581712,625,5,141,114,255
3755,5218581712,625,6,114,134,248
3756,5218581840,626,1,146,112,258
3757,5218581840,626,2,118,122,240
3758,5218581840,626,3,117,140,257
3759,5218581840,626,4,122,126,248
3760,5218581840,626,5,141,119,260
3761,5218581840,626,6,114,123,237
3762,5218581968,627,1,150,108,258
3763,5218581968,627,2,126,123,249
3764,5218581968,627,3,115,134,249
3765,5218581968,627,4,119,126,245
3766,5218581968,627,5,126,128,254
3767,5218581968,627,6,122,123,245
3768,5218582096,628,1,144,110,254
3769,5218582096,628,2,130,126,256
3770,5218582096,628,3,119,134,253
3771,5218582096,628,4,129,129,258
3772,5218582096,628,5,118,123,241
3773,5218582096,628,6,118,120,238
3774,5218582224,629,1,144,109,253
3775,5218582224,629,2,120,119,239
3776,5218582224,629,3,119,135,254
3777,5218582224,629,4,119,126,245
3778,5218582224,629,5,128,126,254
3779,5218582224,629,6,128,127,255
3780,5218582352,630,1,136,122,258
3781,5218582352,630,2,136,117,253
3782,5218582352,630,3,112,131,243
3783,5218582352,630,4,133,127,260
3784,5218582352,630,5,126,120,246
3785,5218582352,630,6,115,125,240
3786,5218582480,631,1,127,117,244
3787,5218582480,631,2,140,116,256
3788,5218582480,631,3,117,139,256
3789,5218582480,631,4,133,123,256
3790,5218582480,631,5,120,117,237
3791,5218582480,631,6,121,130,251
3792,5220798608,632,1,117,127,244
3793,5220798608,632,2,142,105,247
3794,5220798608,632,3,119,141,260
3795,5220798608,632,4,142,111,253
3796,5220798608,632,5,127,122,249
3797,5220798608,632,6,111,136,247
3798,5220798736,633,1,114,128,242
3799,5220798736,633,2,121,116,237
3800,5220798736,633,3,126,137,263
3801,5220798736,633,4,137,123,260
3802,5220798736,633,5,141,114,255
3803,5220798736,633,6,119,124,243
3804,5220798864,634,1,123,139,262
3805,5220798864,634,2,121,116,237
3806,5220798864,634,3,126,137,263
3807,5220798864,634,4,128,112,240
3808,5220798864,634,5,141,114,255
3809,5220798864,634,6,119,124,243
3810,5220798992,635,1,126,120,246
3811,5220798992,635,2,131,113,244
3812,5220798992,635,3,113,137,250
3813,5220798992,635,4,132,114,246
3814,5220798992,635,5,126,127,253
3815,5220798992,635,6,130,131,261
3816,5220799120,636,1,121,135,256
3817,5220799120,636,2,135,118,253
3818,5220799120,636,3,131,106,237
3819,5220799120,636,4,138,115,253
3820,5220799120,636,5,113,126,239
3821,5220799120,636,6,120,142,262
3822,5220799248,637,1,130,127,257
3823,5220799248,637,2,113,132,245
3824,5220799248,637,3,132,130,262
3825,5220799248,637,4,128,128,256
3826,5220799248,637,5,135,108,243
3827,5220799248,637,6,120,117,237
3828,5220799504,638,1,130,127,257
3829,5220799504,638,2,113,132,245
3830,5220799504,638,3,132,130,262
3831,5220799504,638,4,118,119,237
3832,5220799504,638,5,145,117,262
3833,5220799504,638,6,120,117,237
3834,5220799760,639,1,134,120,254
3835,5220799760,639,2,127,117,244
3836,5220799760,639,3,136,121,257
3837,5220799760,639,4,123,132,255
3838,5220799760,639,5,110,128,238
3839,5220799760,639,6,128,124,252
3840,5220799888,640,1,138,121,259
3841,5220799888,640,2,138,103,241
3842,5220799888,640,3,116,127,243
3843,5220799888,640,4,130,118,248
3844,5220799888,640,5,125,129,254
3845,5220799888,640,6,111,144,255
3846,5220800016,641,1,138,121,259
3847,5220800016,641,2,138,103,241
3848,5220800016,641,3,116,127,243
3849,5220800016,641,4,133,127,260
3850,5220800016,641,5,125,129,254
3851,5220800016,641,6,108,135,243
3852,5220800528,642,1,140,114,254
3853,5220800528,642,2,136,110,246
3854,5220800528,642,3,117,127,244
3855,5220800528,642,4,134,126,260
3856,5220800528,642,5,116,130,246
3857,5220800528,642,6,115,135,250
3858,5220800656,643,1,110,128,238
3859,5220800656,643,2,137,117,254
3860,5220800656,643,3,122,141,263
3861,5220800656,643,4,145,103,248
3862,5220800656,643,5,130,126,256
3863,5220800656,643,6,114,127,241
3864,5220800784,644,1,110,128,238
3865,5220800784,644,2,137,117,254
3866,5220800784,644,3,122,141,263
3867,5220800784,644,4,145,103,248
3868,5220800784,644,5,123,118,241
3869,5220800784,644,6,121,135,256
3870,5220800912,645,1,110,128,238
3871,5220800912,645,2,137,117,254
3872,5220800912,645,3,122,141,263
3873,5220800912,645,4,145,103,248
3874,5220800912,645,5,128,125,253
3875,5220800912,645,6,116,128,244
3876,5220801040,646,1,130,127,257
3877,5220801040,646,2,127,110,237
3878,5220801040,646,3,119,126,245
3879,5220801040,646,4,133,109,242
3880,5220801040,646,5,133,123,256
3881,5220801040,646,6,116,147,263
3882,5220801168,647,1,117,129,246
3883,5220801168,647,2,138,114,252
3884,5220801168,647,3,124,131,255
3885,5220801168,647,4,145,118,263
3886,5220801168,647,5,122,115,237
3887,5220801168,647,6,112,135,247
3888,5220801296,648,1,117,140,257
3889,5220801296,648,2,143,120,263
3890,5220801296,648,3,117,121,238
3891,5220801296,648,4,130,121,251
3892,5220801296,648,5,141,113,254
3893,5220801296,648,6,110,127,237
3894,5220801424,649,1,117,140,257
3895,5220801424,649,2,143,120,263
3896,5220801424,649,3,129,132,261
3897,5220801424,649,4,125,118,243
3898,5220801424,649,5,131,106,237
3899,5220801424,649,6,113,126,239
3900,5220801552,650,1,125,138,263
3901,5220801552,650,2,134,124,258
3902,5220801552,650,3,117,127,244
3903,5220801552,650,4,136,121,257
3904,5220801552,650,5,129,112,241
3905,5220801552,650,6,117,120,237
3906,5220801680,651,1,145,112,257
3907,5220801680,651,2,137,115,252
3908,5220801680,651,3,121,126,247
3909,5220801680,651,4,121,121,242
3910,5220801680,651,5,109,138,247
3911,5220801680,651,6,125,130,255
3912,5220801808,652,1,117,138,255
3913,5220801808,652,2,112,132,244
3914,5220801808,652,3,131,114,245
3915,5220801808,652,4,130,129,259
3916,5220801808,652,5,142,111,253
3917,5220801808,652,6,126,118,244
3918,5220801936,653,1,117,138,255
3919,5220801936,653,2,112,132,244
3920,5220801936,653,3,131,114,245
3921,5220801936,653,4,125,122,247
3922,5220801936,653,5,142,111,253
3923,5220801936,653,6,131,125,256
3924,5220802064,654,1,110,137,247
3925,5220802064,654,2,128,135,263
3926,5220802064,654,3,125,117,242
3927,5220802064,654,4,129,121,250
3928,5220802064,654,5,145,111,256
3929,5220802064,654,6,121,121,242
3930,5220802192,655,1,115,133,248
3931,5220802192,655,2,121,125,246
3932,5220802192,655,3,138,121,259
3933,5220802192,655,4,116,122,238
3934,5220802192,655,5,141,121,262
3935,5220802192,655,6,127,120,247
3936,5220802320,656,1,117,133,250
3937,5220802320,656,2,122,136,258
3938,5220802320,656,3,127,111,238
3939,5220802320,656,4,124,130,254
3940,5220802320,656,5,143,118,261
3941,5220802320,656,6,125,114,239
3942,5220802448,657,1,117,133,250
3943,5220802448,657,2,122,136,258
3944,5220802448,657,3,127,111,238
3945,5220802448,657,4,120,123,243
3946,5220802448,657,5,143,118,261
3947,5220802448,657,6,129,121,250
3948,5223026768,658,1,122,121,243
3949,5223026768,658,2,122,136,258
3950,5223026768,658,3,127,111,238
3951,5223026768,658,4,122,140,262
3952,5223026768,658,5,131,108,239
3953,5223026768,658,6,134,126,260
3954,5223026896,659,1,131,128,259
3955,5223026896,659,2,121,129,250
3956,5223026896,659,3,130,109,239
3957,5223026896,659,4,118,142,260
3958,5223026896,659,5,128,113,241
3959,5223026896,659,6,130,121,251
3960,5223027024,660,1,137,111,248
3961,5223027024,660,2,122,126,248
3962,5223027024,660,3,124,134,258
3963,5223027024,660,4,116,142,258
3964,5223027024,660,5,136,111,247
3965,5223027024,660,6,123,118,241
3966,5223027152,661,1,130,113,243
3967,5223027152,661,2,113,126,239
3968,5223027152,661,3,117,138,255
3969,5223027152,661,4,126,133,259
3970,5223027152,661,5,139,117,256
3971,5223027152,661,6,133,115,248
3972,5223027280,662,1,133,114,247
3973,5223027280,662,2,122,126,248
3974,5223027280,662,3,120,139,259
3975,5223027280,662,4,121,116,237
3976,5223027280,662,5,134,126,260
3977,5223027280,662,6,128,121,249
3978,5223027408,663,1,122,123,245
3979,5223027408,663,2,136,122,258
3980,5223027408,663,3,123,135,258
3981,5223027408,663,4,131,121,252
3982,5223027408,663,5,118,126,244
3983,5223027408,663,6,128,115,243
3984,5223027536,664,1,123,127,250
3985,5223027536,664,2,145,112,257
3986,5223027536,664,3,126,131,257
3987,5223027536,664,4,128,123,251
3988,5223027536,664,5,111,133,244
3989,5223027536,664,6,125,116,241
3990,5223027792,665,1,133,130,263
3991,5223027792,665,2,135,103,238
3992,5223027792,665,3,120,134,254
3993,5223027792,665,4,134,120,254
3994,5223027792,665,5,111,133,244
3995,5223027792,665,6,125,122,247
3996,5223027920,666,1,128,119,247
3997,5223027920,666,2,141,110,251
3998,5223027920,666,3,126,117,243
3999,5223027920,666,4,128,133,261
4000,5223027920,666,5,112,132,244
4001,5223027920,666,6,123,131,254
4002,5223028048,667,1,128,119,247
4003,5223028048,667,2,141,110,251
4004,5223028048,667,3,130,129,259
4005,5223028048,667,4,124,121,245
4006,5223028048,667,5,112,132,244
4007,5223028048,667,6,123,131,254
4008,5223028304,668,1,127,110,237
4009,5223028304,668,2,122,125,247
4010,5223028304,668,3,126,130,256
4011,5223028304,668,4,116,141,257
4012,5223028304,668,5,121,124,245
4013,5223028304,668,6,146,112,258
4014,5223028432,669,1,138,118,256
4015,5223028432,669,2,122,125,247
4016,5223028432,669,3,126,130,256
4017,5223028432,669,4,116,141,257
4018,5223028432,669,5,121,124,245
4019,5223028432,669,6,135,104,239
4020,5223028560,670,1,126,122,248
4021,5223028560,670,2,138,113,251
4022,5223028560,670,3,115,124,239
4023,5223028560,670,4,115,133,248
4024,5223028560,670,5,122,141,263
4025,5223028560,670,6,142,109,251
4026,5223028816,671,1,126,116,242
4027,5223028816,671,2,139,116,255
4028,5223028816,671,3,133,129,262
4029,5223028816,671,4,121,117,238
4030,5223028816,671,5,122,136,258
4031,5223028816,671,6,117,128,245
4032,5223028944,672,1,135,128,263
4033,5223028944,672,2,132,113,245
4034,5223028944,672,3,125,119,244
4035,5223028944,672,4,131,130,261
4036,5223028944,672,5,121,125,246
4037,5223028944,672,6,114,127,241
4038,5223029072,673,1,129,125,254
4039,5223029072,673,2,137,122,259
4040,5223029072,673,3,130,120,250
4041,5223029072,673,4,124,118,242
4042,5223029072,673,5,124,130,254
4043,5223029072,673,6,114,127,241
4044,5223029200,674,1,118,139,257
4045,5223029200,674,2,125,127,252
4046,5223029200,674,3,126,113,239
4047,5223029200,674,4,120,135,255
4048,5223029200,674,5,131,115,246
4049,5223029200,674,6,138,113,251
4050,5223029456,675,1,139,112,251
4051,5223029456,675,2,111,133,244
4052,5223029456,675,3,118,127,245
4053,5223029456,675,4,122,139,261
4054,5223029456,675,5,133,109,242
4055,5223029456,675,6,135,122,257
4056,5223029584,676,1,119,128,247
4057,5223029584,676,2,112,132,244
4058,5223029584,676,3,130,123,253
4059,5223029584,676,4,117,123,240
4060,5223029584,676,5,141,112,253
4061,5223029584,676,6,139,124,263
4062,5223029712,677,1,117,129,246
4063,5223029712,677,2,118,134,252
4064,5223029712,677,3,130,120,250
4065,5223029712,677,4,109,129,238
4066,5223029712,677,5,142,118,260
4067,5223029712,677,6,142,112,254
4068,5223029840,678,1,109,130,239
4069,5223029840,678,2,126,133,259
4070,5223029840,678,3,130,120,250
4071,5223029840,678,4,109,129,238
4072,5223029840,678,5,142,118,260
4073,5223029840,678,6,142,112,254
4074,5223029968,679,1,109,130,239
4075,5223029968,679,2,128,135,263
4076,5223029968,679,3,127,119,246
4077,5223029968,679,4,112,130,242
4078,5223029968,679,5,137,113,250
4079,5223029968,679,6,145,115,260
4080,5223030096,680,1,126,117,243
4081,5223030096,680,2,122,127,249
4082,5223030096,680,3,126,129,255
4083,5223030096,680,4,133,121,254
4084,5223030096,680,5,118,122,240
4085,5223030096,680,6,133,126,259
4086,5223030224,681,1,117,133,250
4087,5223030224,681,2,132,128,260
4088,5223030224,681,3,120,122,242
4089,5223030224,681,4,130,132,262
4090,5223030224,681,5,133,114,247
4091,5223030224,681,6,126,113,239
4092,5223030352,682,1,117,133,250
4093,5223030352,682,2,122,125,247
4094,5223030352,682,3,120,122,242
4095,5223030352,682,4,130,132,262
4096,5223030352,682,5,133,114,247
4097,5223030352,682,6,136,116,252
4098,5223030480,683,1,117,133,250
4099,5223030480,683,2,139,120,259
4100,5223030480,683,3,114,136,250
4101,5223030480,683,4,131,121,252
4102,5223030480,683,5,139,112,251
4103,5223030480,683,6,118,120,238
4104,5223030608,684,1,136,101,237
4105,5223030608,684,2,133,130,263
4106,5223030608,684,3,108,130,238
4107,5223030608,684,4,128,123,251
4108,5223030608,684,5,127,128,255
4109,5223030608,684,6,126,130,256
4110,5223030736,685,1,128,113,241
4111,5223030736,685,2,133,118,251
4112,5223030736,685,3,124,127,251
4113,5223030736,685,4,138,121,259
4114,5223030736,685,5,110,137,247
4115,5223030736,685,6,125,126,251
4116,5225246864,686,1,127,125,252
4117,5225246864,686,2,122,125,247
4118,5225246864,686,3,119,132,251
4119,5225246864,686,4,130,114,244
4120,5225246864,686,5,126,119,245
4121,5225246864,686,6,134,127,261
4122,5225246992,687,1,138,115,253
4123,5225246992,687,2,122,125,247
4124,5225246992,687,3,109,131,240
4125,5225246992,687,4,116,130,246
4126,5225246992,687,5,129,128,257
4127,5225246992,687,6,144,113,257
4128,5225247120,688,1,114,127,241
4129,5225247120,688,2,140,110,250
4130,5225247120,688,3,120,134,254
4131,5225247120,688,4,140,120,260
4132,5225247120,688,5,127,121,248
4133,5225247120,688,6,117,130,247
4134,5225247248,689,1,125,134,259
4135,5225247248,689,2,131,108,239
4136,5225247248,689,3,119,143,262
4137,5225247248,689,4,134,110,244
4138,5225247248,689,5,131,113,244
4139,5225247248,689,6,118,134,252
4140,5225247376,690,1,116,123,239
4141,5225247376,690,2,139,113,252
4142,5225247376,690,3,119,143,262
4143,5225247376,690,4,131,111,242
4144,5225247376,690,5,138,121,259
4145,5225247376,690,6,115,131,246
4146,5225247504,691,1,113,149,262
4147,5225247504,691,2,134,111,245
4148,5225247504,691,3,144,115,259
4149,5225247504,691,4,122,121,243
4150,5225247504,691,5,134,113,247
4151,5225247504,691,6,111,133,244
4152,5225247632,692,1,108,143,251
4153,5225247632,692,2,124,123,247
4154,5225247632,692,3,144,113,257
4155,5225247632,692,4,120,117,237
4156,5225247632,692,5,136,124,260
4157,5225247632,692,6,126,122,248
4158,5225247760,693,1,120,124,244
4159,5225247760,693,2,139,116,255
4160,5225247760,693,3,130,110,240
4161,5225247760,693,4,123,129,252
4162,5225247760,693,5,124,127,251
4163,5225247760,693,6,122,136,258
4164,5225247888,694,1,123,139,262
4165,5225247888,694,2,129,121,250
4166,5225247888,694,3,134,106,240
4167,5225247888,694,4,125,123,248
